insert,0,455933.067427,61648198.600187,0.000000
lookup,0,30257035.192993,494504917.320765,0.000000
insert,4,151125.820711,35593147.854375,0.000000
lookup,4,1193260.136308,98118471.463345,0.000000
insert,8,10334.129113,677.452278,0.000000
lookup,8,1615251.972210,113667490.688537,0.000000
insert,12,147234.299503,35593163.355373,0.000000
lookup,12,2656253.952152,147597152.531883,0.000000
insert,16,151368.587228,35593147.394909,0.000000
lookup,16,2936853.780540,154307803.544048,0.000000
insert,20,151434.972269,35593147.613740,0.000000
lookup,20,3414875.889981,166160136.334478,0.000000
insert,24,10668.074856,849.480581,0.000000
lookup,24,4313793.175178,187629715.803224,0.000000
insert,28,11007.022820,1557.874253,0.000000
lookup,28,4738893.747679,196203956.449259,0.000000
insert,32,10945.974256,997.934853,0.000000
lookup,32,5072830.775629,202551955.158092,0.000000
