insert,0,770089.839996,79597953.527408,0.000000
lookup,0,2320330.710770,136916580.101200,0.981719
insert,4,300954.927553,50352367.030770,0.000000
lookup,4,31993.432767,15917838.585689,0.981538
insert,8,19245.349318,1289988.866974,0.000000
lookup,8,32339.478738,15917838.699348,0.981544
insert,12,156858.497013,35606971.609605,0.000000
lookup,12,32532.826849,15917846.789364,0.981438
insert,16,18964.955111,1284375.986229,0.000000
lookup,16,61035.614552,22511186.168304,0.981503
insert,20,158610.760245,35614454.290992,0.000000
lookup,20,89477.930468,27570423.220296,0.981478
insert,24,160780.229370,35619643.266420,0.000000
lookup,24,33555.282041,15917839.341789,0.981303
insert,28,160185.498326,35616530.905380,0.000000
lookup,28,5776.744200,1365.296819,0.981441
insert,32,10583.789884,4897.372262,0.000000
lookup,32,6089.230136,1356.562097,0.981388
