insert,0,156339.355793,35593145.610885,0.000000
lookup,0,10089190.807304,286376443.293298,0.000000
insert,4,13969.612159,829.157551,0.000000
lookup,4,15598611.107430,355300529.402250,0.000000
insert,8,295690.708161,50335917.203898,0.000000
lookup,8,14585304.717880,342263282.800773,0.000000
insert,12,295458.624687,50335916.246210,0.000000
lookup,12,16025792.539298,360592507.916397,0.000000
insert,16,155079.067427,35593150.294943,0.000000
lookup,16,16000350.516178,359540448.390675,0.000000
insert,20,154799.198308,35593145.738922,0.000000
lookup,20,15769702.852293,357426644.443371,0.000000
insert,24,14074.529092,1572.162074,0.000000
lookup,24,16006884.834431,360242100.440532,0.000000
insert,28,295638.561577,50335915.903630,0.000000
lookup,28,15940169.760683,359540370.896101,0.000000
insert,32,14125.768956,1197.662635,0.000000
lookup,32,15433668.370958,353161100.215268,0.000000
