insert,0,174262.955018,35593144.447955,0.000000
lookup,0,30196791.745114,493997414.642311,0.000000
insert,4,10284.794638,682.524149,0.000000
lookup,4,1080887.951170,92811386.822795,0.000000
insert,8,151089.159660,35593147.178531,0.000000
lookup,8,1868579.891592,123287851.133217,0.000000
insert,12,10518.561921,724.576709,0.000000
lookup,12,2346565.420605,137837067.955686,0.000000
insert,16,149484.591607,35593153.905972,0.000000
lookup,16,3161992.124015,160738075.103397,0.000000
insert,20,10618.479792,810.925593,0.000000
lookup,20,3498993.001120,168430477.307339,0.000000
insert,24,151389.917574,35593146.089259,0.000000
lookup,24,4229551.365731,185595034.488604,0.000000
insert,28,9106.129645,4215.921371,0.000000
lookup,28,4426289.703707,188974605.654441,0.000000
insert,32,292442.679414,50335916.056325,0.000000
lookup,32,5072836.638582,202551921.359282,0.000000
