insert,0,456024.718766,61648170.335193,0.000000
lookup,0,30059108.603517,492721012.746616,0.000000
insert,4,150993.773993,35593146.193014,0.000000
lookup,4,1080591.146644,92811445.089447,0.000000
insert,8,291860.872810,50335917.736926,0.000000
lookup,8,1590177.836590,112547768.134211,0.000000
insert,12,151205.172892,35593145.841184,0.000000
lookup,12,2543552.893106,144124638.595102,0.000000
insert,16,292093.556103,50335946.688956,0.000000
lookup,16,2853005.319313,151826105.562296,0.000000
insert,20,151790.326561,35593145.352653,0.000000
lookup,20,3499195.118819,168430709.544256,0.000000
insert,24,150984.076530,35593148.130875,0.000000
lookup,24,4454968.728109,190973967.629166,0.000000
insert,28,151577.107436,35593145.374875,0.000000
lookup,28,4651260.631819,194259443.709410,0.000000
insert,32,151752.823386,35593146.121929,0.000000
lookup,32,5157217.811070,204418718.149848,0.000000
