insert,0,629226.988833,71196166.858193,0.000000
lookup,0,2630755.120840,146738829.096461,0.981719
insert,4,19518.916338,1291993.640514,0.000000
lookup,4,32073.271844,15917848.109324,0.981538
insert,8,159830.171515,35616567.012893,0.000000
lookup,8,4099.131303,1451.075830,0.981544
insert,12,151218.813689,35593139.620125,0.000000
lookup,12,60672.086558,22511187.023681,0.981438
insert,16,150813.373999,35593168.973909,0.000000
lookup,16,60944.771728,22511186.458658,0.981503
insert,20,161433.962963,35625111.717866,0.000000
lookup,20,89447.261665,27570419.799612,0.981478
insert,24,160156.349224,35617186.003538,0.000000
lookup,24,61690.208612,22511188.944197,0.981303
insert,28,161106.558887,35620696.727261,0.000000
lookup,28,33832.570702,15917836.839716,0.981441
insert,32,442471.003879,61662674.840838,0.000000
lookup,32,34225.741507,15917839.734538,0.981388
