insert,0,156278.958021,35593145.859434,0.000000
lookup,0,9609585.271171,278769530.482206,0.000000
insert,4,13900.014436,838.846029,0.000000
lookup,4,15932828.742029,359540411.449442,0.000000
insert,8,13935.638811,826.638659,0.000000
lookup,8,15317694.764536,351727625.466153,0.000000
insert,12,154752.053804,35593145.733269,0.000000
lookup,12,15918165.463551,358837106.644011,0.000000
insert,16,13990.854479,822.492535,0.000000
lookup,16,15491543.758283,353875805.602950,0.000000
insert,20,154797.620480,35593145.934465,0.000000
lookup,20,15431335.819185,353161148.539993,0.000000
insert,24,14362.265766,835.227378,0.000000
lookup,24,15878889.257833,358485121.190973,0.000000
insert,28,14180.917574,849.231903,0.000000
lookup,28,14999133.792649,347391718.430698,0.000000
insert,32,14115.823652,861.156591,0.000000
lookup,32,15488792.081979,353875731.453364,0.000000
