insert,0,487936.473489,61662114.580291,0.000000
lookup,0,2122266.535354,130282380.090503,0.981719
insert,4,19458.314299,1290821.083617,0.000000
lookup,4,60140.205324,22511188.692569,0.981538
insert,8,151682.618572,35593164.450112,0.000000
lookup,8,32172.964127,15917838.888184,0.981544
insert,12,19181.506194,1312012.666371,0.000000
lookup,12,88809.749171,27570417.636900,0.981438
insert,16,19230.924409,1320820.074499,0.000000
lookup,16,60989.695943,22511187.530075,0.981503
insert,20,158402.451889,35614652.100504,0.000000
lookup,20,5013.511440,1230.917019,0.981478
insert,24,300647.230762,50352828.808944,0.000000
lookup,24,61684.388864,22511187.648413,0.981303
insert,28,19289.652512,1293706.349121,0.000000
lookup,28,62134.057514,22511188.576619,0.981441
insert,32,18965.476085,1257070.939784,0.000000
lookup,32,34236.692974,15917837.239250,0.981388
