insert,0,770002.640953,79597655.258233,0.000000
lookup,0,2630693.975019,146739461.141895,0.981719
insert,4,19443.236377,1287494.986098,0.000000
lookup,4,3836.761637,1880.894600,0.981538
insert,8,19041.215903,1292931.844312,0.000000
lookup,8,4168.025547,1455.021425,0.981544
insert,12,159548.321462,35616542.819846,0.000000
lookup,12,4329.131729,1397.930774,0.981438
insert,16,300374.853025,50352374.409266,0.000000
lookup,16,4682.432126,1243.810375,0.981503
insert,20,159793.907642,35616431.926977,0.000000
lookup,20,5069.444826,1244.018479,0.981478
insert,24,160029.563438,35617630.637583,0.000000
lookup,24,5371.006303,1288.518563,0.981303
insert,28,19254.045452,1290939.994490,0.000000
lookup,28,90130.030236,27570419.920112,0.981441
insert,32,300825.766610,50352587.362744,0.000000
lookup,32,34164.208828,15917840.576841,0.981388
