insert,0,15471.800425,1754.823179,0.000000
lookup,0,9781604.565835,281478046.704404,0.000000
insert,4,295413.173095,50335916.566294,0.000000
lookup,4,15654987.246065,356010555.916967,0.000000
insert,8,154620.347175,35593146.403209,0.000000
lookup,8,15149305.401214,349566452.833992,0.000000
insert,12,154848.145630,35593145.342509,0.000000
lookup,12,15395185.969254,352445083.225277,0.000000
insert,16,436343.194992,61648172.800993,0.000000
lookup,16,15293395.998549,351368456.505339,0.000000
insert,20,14162.706394,1656.990480,0.000000
lookup,20,15206176.879198,350288592.885768,0.000000
insert,24,154125.042464,35593153.922144,0.000000
lookup,24,16022166.399096,360592645.841626,0.000000
insert,28,154878.374437,35593145.053327,0.000000
lookup,28,15404988.271162,352803280.907624,0.000000
insert,32,295673.397397,50335916.372975,0.000000
lookup,32,15454750.483052,353518695.261896,0.000000
