insert,0,455287.531422,61648168.912873,0.000000
lookup,0,29764067.216662,490158058.578655,0.000000
insert,4,291853.215794,50335947.351013,0.000000
lookup,4,1308785.895370,103152925.021427,0.000000
insert,8,10512.270630,1086.596809,0.000000
lookup,8,1896256.797529,124311087.476437,0.000000
insert,12,10476.976445,674.393475,0.000000
lookup,12,2515463.279927,143243182.568591,0.000000
insert,16,290595.984328,50335926.909990,0.000000
lookup,16,2882792.742943,152657634.769268,0.000000
insert,20,11276.655922,882.337390,0.000000
lookup,20,3386139.825538,165396788.380025,0.000000
insert,24,10550.928663,1610.615688,0.000000
lookup,24,3920067.965478,177934124.053444,0.000000
insert,28,162471.085226,35593147.834016,0.000000
lookup,28,4541280.258465,190973974.056987,0.000000
insert,32,10917.987816,1248.863625,0.000000
lookup,32,4707091.352380,194260387.488488,0.000000
