insert, 0,22234.071634,12417.306744,0.000000
lookup, 0,14594189.178497,344104049.099866,0.000000
insert, 4,294145.817474,50335916.097058,0.000000
lookup, 4,13750910.549806,333666072.058520,0.000000
insert, 8,575795.520083,71184624.469613,0.000000
lookup, 8,13417441.850044,329090829.835797,0.000000
insert,16,295633.221753,50335917.724706,0.000000
lookup,16,14827434.988032,346299216.432905,0.000000
insert,32,294402.462212,50335924.989680,0.000000
lookup,32,13413103.919858,329090832.129454,0.000000
