insert, 0,90672.407100,3942031.164874,0.000000
lookup, 0,9917.489553,9850.646495,0.000219
insert, 4,79858.955740,3903800.642921,0.000000
lookup, 4,5101.601689,3191.241645,0.000219
insert, 8,1488335.303409,112611889.118471,0.000000
lookup, 8,286876.838599,50334372.172629,0.000219
insert,16,81861.103378,3933973.061656,0.000000
lookup,16,5830.445042,4726.314560,0.000219
insert,32,84769.915702,3947546.789272,0.000000
lookup,32,6921.465124,6776.077524,0.000219
