insert, 0,931960.271834,87210399.153757,0.000000
lookup, 0,2795117.570333,150990622.319739,0.978016
insert, 4,23117.726664,2189412.328367,0.000000
lookup, 4,3600.237231,1118.728625,0.980606
insert, 8,22898.216873,2168553.294977,0.000000
lookup, 8,116585.262531,31835536.266885,0.980631
insert,16,23194.399743,2181357.793595,0.000000
lookup,16,60895.820464,22511187.098139,0.980612
insert,32,23919.675488,2171254.170033,0.000000
lookup,32,5906.021234,1148.843094,0.980499
