insert, 0,98246.385533,3480333.605537,0.000000
lookup, 0,7981.691496,9657.337561,0.000117
insert, 4,89512.755621,3374317.698748,0.000000
lookup, 4,355975.388700,56276492.819920,0.000117
insert, 8,89568.475464,3378595.289617,0.000000
lookup, 8,4080.349286,3284.650046,0.000117
insert,16,90807.729228,3417808.446227,0.000000
lookup,16,4253.461466,4065.621053,0.000117
insert,32,91253.929619,3381073.246963,0.000000
lookup,32,4970.194291,5837.974971,0.000117
